Pserial	Hserial	Addnum	hhold	PersNo	FinOutC	IndOut	Sex	Age90	Adults	Children	Infants	SampType	psu	NOFHH	Relto01	Relto02	Relto03	Relto04	Relto05	Relto06	Relto07	Relto08	Relto09	Relto10	Relto11	Relto12	ReltoHRP	wt_hhld
163514101	1635141	14	1	1	214	110	1	26	2	0	0	1	2141490	1	96	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.49316119758192
163514102	1635141	14	1	2	214	340	1	26	2	0	0	1	2141490	1	22	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22	1.49316119758192
163518101	1635181	18	1	1	110	110	2	24	2	0	0	1	2141490	1	96	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	.976943753944396
163518102	1635181	18	1	2	110	110	2	43	2	0	0	1	2141490	1	2	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.976943753944396
163521101	1635211	21	1	1	110	110	2	60	2	0	0	1	2141490	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.983421582023509
163521102	1635211	21	1	2	110	110	1	64	2	0	0	1	2141490	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.983421582023509
163603101	1636031	3	1	1	110	110	2	52	1	0	0	1	2141173	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.900514384885842
163604101	1636041	4	1	1	110	110	1	34	2	0	1	1	2141173	1	96	1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.16853818189491
163604102	1636041	4	1	2	110	110	2	32	2	0	1	1	2141173	1	1	96	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.16853818189491
163604103	1636041	4	1	3	110	110	1	0	2	0	1	1	2141173	1	3	3	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1.16853818189491
163606101	1636061	6	1	1	110	110	1	83	2	0	0	1	2141173	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.985619900564532
163606102	1636061	6	1	2	110	110	2	79	2	0	0	1	2141173	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.985619900564532
163608101	1636081	8	1	1	214	110	2	38	3	1	0	1	2141173	1	96	8	8	8	-1	-1	-1	-1	-1	-1	-1	-1	96	1.05773334822305
163608102	1636081	8	1	2	214	340	2	18	3	1	0	1	2141173	1	3	96	8	13	-1	-1	-1	-1	-1	-1	-1	-1	3	1.05773334822305
163608103	1636081	8	1	3	214	340	2	17	3	1	0	1	2141173	1	3	3	96	13	-1	-1	-1	-1	-1	-1	-1	-1	3	1.05773334822305
163608104	1636081	8	1	4	214	340	1	6	3	1	0	1	2141173	1	3	13	13	96	-1	-1	-1	-1	-1	-1	-1	-1	3	1.05773334822305
163609101	1636091	9	1	1	110	110	1	42	2	3	0	1	2141173	1	96	2	21	8	8	-1	-1	-1	-1	-1	-1	-1	96	.936825610757632
163609102	1636091	9	1	2	110	110	2	34	2	3	0	1	2141173	1	2	96	8	8	8	-1	-1	-1	-1	-1	-1	-1	2	.936825610757632
163609103	1636091	9	1	3	110	-1	1	9	2	3	0	1	2141173	1	21	3	96	15	15	-1	-1	-1	-1	-1	-1	-1	21	.936825610757632
163609104	1636091	9	1	4	110	110	1	3	2	3	0	1	2141173	1	3	3	15	96	13	-1	-1	-1	-1	-1	-1	-1	3	.936825610757632
163609105	1636091	9	1	5	110	110	1	2	2	3	0	1	2141173	1	3	3	15	13	96	-1	-1	-1	-1	-1	-1	-1	3	.936825610757632
163613101	1636131	13	1	1	110	110	1	62	2	0	0	1	2141173	1	96	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.0277686173618
163613102	1636131	13	1	2	110	110	2	61	2	0	0	1	2141173	1	2	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1.0277686173618
163618101	1636181	18	1	1	110	110	1	81	2	0	0	1	2141173	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.856032968550325
163618102	1636181	18	1	2	110	110	2	74	2	0	0	1	2141173	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.856032968550325
163621101	1636211	21	1	1	110	110	1	87	2	0	0	1	2141173	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.985619900564532
163621102	1636211	21	1	2	110	110	2	81	2	0	0	1	2141173	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.985619900564532
163624101	1636241	24	1	1	214	110	1	64	2	0	0	1	2141173	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.0277686173618
163624102	1636241	24	1	2	214	340	2	60	2	0	0	1	2141173	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.0277686173618
163703101	1637031	3	1	1	110	110	1	61	2	0	0	1	2141230	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.09327687706535
163703102	1637031	3	1	2	110	110	2	56	2	0	0	1	2141230	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.09327687706535
163704101	1637041	4	1	1	110	110	2	57	2	0	0	1	2141230	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.09327687706535
163704102	1637041	4	1	2	110	110	1	56	2	0	0	1	2141230	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.09327687706535
163707101	1637071	7	1	1	110	110	2	71	1	0	0	1	2141230	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.918181757750624
163708101	1637081	8	1	1	110	110	2	77	2	0	0	1	2141230	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.04844173772418
163708102	1637081	8	1	2	110	110	1	86	2	0	0	1	2141230	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.04844173772418
163709101	1637091	9	1	1	110	110	2	72	2	0	0	1	2141230	1	96	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.832150705880053
163709102	1637091	9	1	2	110	110	2	46	2	0	0	1	2141230	1	3	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	.832150705880053
163710101	1637101	10	1	1	110	110	2	37	1	1	0	1	2141230	1	96	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.884477055150178
163710102	1637101	10	1	2	110	110	2	6	1	1	0	1	2141230	1	3	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	.884477055150178
163714101	1637141	14	1	1	110	110	2	30	1	1	0	1	2141230	1	96	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.01910379161952
163714102	1637141	14	1	2	110	110	2	2	1	1	0	1	2141230	1	3	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1.01910379161952
163721101	1637211	21	1	1	110	110	2	31	1	3	0	1	2141230	1	96	8	8	8	-1	-1	-1	-1	-1	-1	-1	-1	96	.914038534165163
163721102	1637211	21	1	2	110	110	2	12	1	3	0	1	2141230	1	3	96	13	13	-1	-1	-1	-1	-1	-1	-1	-1	3	.914038534165163
163721103	1637211	21	1	3	110	-1	2	8	1	3	0	1	2141230	1	3	13	96	13	-1	-1	-1	-1	-1	-1	-1	-1	3	.914038534165163
163721104	1637211	21	1	4	110	110	1	4	1	3	0	1	2141230	1	3	13	13	96	-1	-1	-1	-1	-1	-1	-1	-1	3	.914038534165163
163802101	1638021	2	1	1	110	110	2	61	2	0	0	1	2141026	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.929580684349299
163802102	1638021	2	1	2	110	110	1	65	2	0	0	1	2141026	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.929580684349299
163803101	1638031	3	1	1	110	110	2	72	1	0	0	1	2141026	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.891256573738647
163806101	1638061	6	1	1	110	110	2	84	1	0	0	1	2141026	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.0261756392222
163807101	1638071	7	1	1	110	110	2	29	2	1	1	1	2141026	1	96	1	8	8	-1	-1	-1	-1	-1	-1	-1	-1	1	1.08429267194206
163807102	1638071	7	1	2	110	110	1	30	2	1	1	1	2141026	1	1	96	8	8	-1	-1	-1	-1	-1	-1	-1	-1	96	1.08429267194206
163807103	1638071	7	1	3	110	110	2	2	2	1	1	1	2141026	1	3	3	96	13	-1	-1	-1	-1	-1	-1	-1	-1	3	1.08429267194206
163807104	1638071	7	1	4	110	110	1	1	2	1	1	1	2141026	1	3	3	13	96	-1	-1	-1	-1	-1	-1	-1	-1	3	1.08429267194206
163808101	1638081	8	1	1	110	110	1	65	2	0	0	1	2141026	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.929580684349299
163808102	1638081	8	1	2	110	110	2	57	2	0	0	1	2141026	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.929580684349299
163811101	1638111	11	1	1	110	110	2	27	2	0	0	1	2141026	1	96	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1.03904312315868
163811102	1638111	11	1	2	110	110	2	28	2	0	0	1	2141026	1	2	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.03904312315868
163814101	1638141	14	1	1	110	110	2	54	1	0	0	1	2141026	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.900514384885842
163816101	1638161	16	1	1	110	110	1	42	4	1	1	1	2141026	1	96	1	8	8	3	3	-1	-1	-1	-1	-1	-1	3	.838898602208747
163816102	1638161	16	1	2	110	110	2	32	4	1	1	1	2141026	1	1	96	8	8	7	7	-1	-1	-1	-1	-1	-1	7	.838898602208747
163816103	1638161	16	1	3	110	110	1	5	4	1	1	1	2141026	1	3	3	96	13	19	19	-1	-1	-1	-1	-1	-1	19	.838898602208747
163816104	1638161	16	1	4	110	110	2	0	4	1	1	1	2141026	1	3	3	13	96	19	19	-1	-1	-1	-1	-1	-1	19	.838898602208747
163816105	1638161	16	1	5	110	110	1	68	4	1	1	1	2141026	1	8	12	20	20	96	1	-1	-1	-1	-1	-1	-1	96	.838898602208747
163816106	1638161	16	1	6	110	110	2	73	4	1	1	1	2141026	1	8	12	20	20	1	96	-1	-1	-1	-1	-1	-1	1	.838898602208747
163821101	1638211	21	1	1	110	110	2	86	1	0	0	1	2141026	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.0261756392222
163824101	1638241	24	1	1	110	110	2	34	2	1	1	1	2141026	1	96	1	8	8	-1	-1	-1	-1	-1	-1	-1	-1	1	1.01027122094673
163824102	1638241	24	1	2	110	110	1	40	2	1	1	1	2141026	1	1	96	8	8	-1	-1	-1	-1	-1	-1	-1	-1	96	1.01027122094673
163824103	1638241	24	1	3	110	110	1	3	2	1	1	1	2141026	1	3	3	96	13	-1	-1	-1	-1	-1	-1	-1	-1	3	1.01027122094673
163824104	1638241	24	1	4	110	110	1	0	2	1	1	1	2141026	1	3	3	13	96	-1	-1	-1	-1	-1	-1	-1	-1	3	1.01027122094673
163902101	1639021	2	1	1	110	110	2	79	1	0	0	1	2141505	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.0261756392222
163904101	1639041	4	1	1	110	110	2	72	2	0	0	1	2141505	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.856032968550325
163904102	1639041	4	1	2	110	110	1	76	2	0	0	1	2141505	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.856032968550325
163906101	1639061	6	1	1	110	110	2	41	2	1	0	1	2141505	1	96	1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.974446520686184
163906102	1639061	6	1	2	110	110	1	41	2	1	0	1	2141505	1	1	96	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.974446520686184
163906103	1639061	6	1	3	110	110	1	3	2	1	0	1	2141505	1	3	3	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	.974446520686184
163907101	1639071	7	1	1	110	110	1	55	3	0	0	1	2141505	1	96	1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.04061389496095
163907102	1639071	7	1	2	110	110	2	50	3	0	0	1	2141505	1	1	96	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.04061389496095
163907103	1639071	7	1	3	110	110	2	19	3	0	0	1	2141505	1	3	3	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1.04061389496095
163909101	1639091	9	1	1	110	110	1	65	2	0	0	1	2141505	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.929580684349299
163909102	1639091	9	1	2	110	110	2	56	2	0	0	1	2141505	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.929580684349299
163911101	1639111	11	1	1	110	110	2	35	2	2	0	1	2141505	1	96	1	8	8	-1	-1	-1	-1	-1	-1	-1	-1	1	.913071197808897
163911102	1639111	11	1	2	110	110	1	36	2	2	0	1	2141505	1	1	96	8	8	-1	-1	-1	-1	-1	-1	-1	-1	96	.913071197808897
163911103	1639111	11	1	3	110	110	1	7	2	2	0	1	2141505	1	3	3	96	13	-1	-1	-1	-1	-1	-1	-1	-1	3	.913071197808897
163911104	1639111	11	1	4	110	110	1	5	2	2	0	1	2141505	1	3	3	13	96	-1	-1	-1	-1	-1	-1	-1	-1	3	.913071197808897
163913101	1639131	13	1	1	110	110	1	32	1	0	0	1	2141505	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.26530229680806
163916101	1639161	16	1	1	110	110	1	70	2	0	0	1	2141505	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.833802574355419
163916102	1639161	16	1	2	110	110	2	68	2	0	0	1	2141505	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.833802574355419
163918101	1639181	18	1	1	110	110	1	45	2	1	0	1	2141505	1	96	1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.866894861005789
163918102	1639181	18	1	2	110	110	2	43	2	1	0	1	2141505	1	1	96	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.866894861005789
163918103	1639181	18	1	3	110	110	2	3	2	1	0	1	2141505	1	3	3	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	.866894861005789
163919101	1639191	19	1	1	214	110	2	47	2	2	0	1	2141505	1	96	8	8	8	-1	-1	-1	-1	-1	-1	-1	-1	96	1.00151430421729
163919102	1639191	19	1	2	214	340	2	16	2	2	0	1	2141505	1	3	96	13	13	-1	-1	-1	-1	-1	-1	-1	-1	3	1.00151430421729
163919103	1639191	19	1	3	214	110	1	13	2	2	0	1	2141505	1	3	13	96	13	-1	-1	-1	-1	-1	-1	-1	-1	3	1.00151430421729
163919104	1639191	19	1	4	214	340	1	12	2	2	0	1	2141505	1	3	13	13	96	-1	-1	-1	-1	-1	-1	-1	-1	3	1.00151430421729
164002101	1640021	2	1	1	110	110	1	71	3	0	0	1	2141080	1	96	1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.08534453389116
164002102	1640021	2	1	2	110	110	2	62	3	0	0	1	2141080	1	1	96	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.08534453389116
164002103	1640021	2	1	3	110	110	1	40	3	0	0	1	2141080	1	3	3	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1.08534453389116
164003101	1640031	3	1	1	110	110	2	69	2	0	0	1	2141080	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.841441554396755
164003102	1640031	3	1	2	110	110	1	71	2	0	0	1	2141080	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.841441554396755
164004101	1640041	4	1	1	110	110	1	26	2	1	1	1	2141080	1	96	1	8	8	-1	-1	-1	-1	-1	-1	-1	-1	96	1.20444572050206
164004102	1640041	4	1	2	110	110	2	22	2	1	1	1	2141080	1	1	96	8	8	-1	-1	-1	-1	-1	-1	-1	-1	1	1.20444572050206
164004103	1640041	4	1	3	110	110	2	2	2	1	1	1	2141080	1	3	3	96	13	-1	-1	-1	-1	-1	-1	-1	-1	3	1.20444572050206
164004104	1640041	4	1	4	110	110	1	0	2	1	1	1	2141080	1	3	3	13	96	-1	-1	-1	-1	-1	-1	-1	-1	3	1.20444572050206
164008101	1640081	8	1	1	110	110	2	65	2	0	0	1	2141080	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.841441554396755
164008102	1640081	8	1	2	110	110	1	66	2	0	0	1	2141080	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.841441554396755
164009101	1640091	9	1	1	110	110	1	71	2	0	0	1	2141080	1	96	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.968819500119654
164009102	1640091	9	1	2	110	110	2	80	2	0	0	1	2141080	1	2	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	.968819500119654
164010101	1640101	10	1	1	110	110	2	68	2	0	0	1	2141080	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.841441554396755
164010102	1640101	10	1	2	110	110	1	70	2	0	0	1	2141080	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.841441554396755
164011101	1640111	11	1	1	110	110	2	73	1	0	0	1	2141080	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.903257847237384
164013101	1640131	13	1	1	110	110	2	52	2	0	0	1	2141080	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.929007456053334
164013102	1640131	13	1	2	110	110	1	47	2	0	0	1	2141080	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.929007456053334
164016101	1640161	16	1	1	214	110	2	43	2	0	0	1	2141080	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.07157801985662
164016102	1640161	16	1	2	214	430	1	44	2	0	0	1	2141080	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.07157801985662
164018101	1640181	18	1	1	110	110	2	50	2	0	0	1	2141080	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.939983155987611
164018102	1640181	18	1	2	110	110	1	60	2	0	0	1	2141080	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.939983155987611
164019101	1640191	19	1	1	110	110	2	66	2	0	0	1	2141080	1	96	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.801183750764924
164019102	1640191	19	1	2	110	110	2	39	2	0	0	1	2141080	1	3	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	.801183750764924
164102101	1641021	2	1	1	110	110	2	43	1	2	0	1	2141489	1	96	8	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.748428133400394
164102102	1641021	2	1	2	110	110	2	15	1	2	0	1	2141489	1	3	96	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	.748428133400394
164102103	1641021	2	1	3	110	110	2	15	1	2	0	1	2141489	1	3	13	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	.748428133400394
164104101	1641041	4	1	1	110	110	1	57	2	0	0	1	2141489	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.891258696403245
164104102	1641041	4	1	2	110	110	2	50	2	0	0	1	2141489	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.891258696403245
164108101	1641081	8	1	1	110	110	2	35	2	0	0	1	2141489	1	96	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	.893937553552801
164108102	1641081	8	1	2	110	110	1	51	2	0	0	1	2141489	1	2	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.893937553552801
164109101	1641091	9	1	1	110	110	2	55	1	0	0	1	2141489	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.971002796726601
164111101	1641111	11	1	1	110	110	2	42	2	3	0	1	2141489	1	96	1	8	8	8	-1	-1	-1	-1	-1	-1	-1	1	.825045875335166
164111102	1641111	11	1	2	110	110	1	44	2	3	0	1	2141489	1	1	96	8	8	8	-1	-1	-1	-1	-1	-1	-1	96	.825045875335166
164111103	1641111	11	1	3	110	110	2	15	2	3	0	1	2141489	1	3	3	96	13	13	-1	-1	-1	-1	-1	-1	-1	3	.825045875335166
164111104	1641111	11	1	4	110	110	1	13	2	3	0	1	2141489	1	3	3	13	96	13	-1	-1	-1	-1	-1	-1	-1	3	.825045875335166
164111105	1641111	11	1	5	110	-1	1	10	2	3	0	1	2141489	1	3	3	13	13	96	-1	-1	-1	-1	-1	-1	-1	3	.825045875335166
164116101	1641161	16	1	1	110	110	2	45	2	2	0	1	2141489	1	96	1	8	8	-1	-1	-1	-1	-1	-1	-1	-1	1	.738183283215283
164116102	1641161	16	1	2	110	110	1	51	2	2	0	1	2141489	1	1	96	8	8	-1	-1	-1	-1	-1	-1	-1	-1	96	.738183283215283
164116103	1641161	16	1	3	110	110	2	14	2	2	0	1	2141489	1	3	3	96	13	-1	-1	-1	-1	-1	-1	-1	-1	3	.738183283215283
164116104	1641161	16	1	4	110	110	2	11	2	2	0	1	2141489	1	3	3	13	96	-1	-1	-1	-1	-1	-1	-1	-1	3	.738183283215283
164118101	1641181	18	1	1	110	110	1	70	1	0	0	1	2141489	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.937952038104129
164119101	1641191	19	1	1	110	110	1	54	2	0	0	1	2141489	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.88085192500844
164119102	1641191	19	1	2	110	110	2	53	2	0	0	1	2141489	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.88085192500844
164121101	1641211	21	1	1	110	110	2	27	2	2	1	1	2141489	1	96	2	8	8	8	-1	-1	-1	-1	-1	-1	-1	2	.903745515821874
164121102	1641211	21	1	2	110	110	1	29	2	2	1	1	2141489	1	2	96	8	8	8	-1	-1	-1	-1	-1	-1	-1	96	.903745515821874
164121103	1641211	21	1	3	110	110	2	4	2	2	1	1	2141489	1	3	3	96	13	13	-1	-1	-1	-1	-1	-1	-1	3	.903745515821874
164121104	1641211	21	1	4	110	110	1	2	2	2	1	1	2141489	1	3	3	13	96	13	-1	-1	-1	-1	-1	-1	-1	3	.903745515821874
164121105	1641211	21	1	5	110	-1	2	0	2	2	1	1	2141489	1	3	3	13	13	96	-1	-1	-1	-1	-1	-1	-1	3	.903745515821874
164124101	1641241	24	1	1	110	110	1	40	2	0	0	1	2141489	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.0160322415194
164124102	1641241	24	1	2	110	110	2	35	2	0	0	1	2141489	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.0160322415194
164202101	1642021	2	1	1	110	110	2	72	1	0	0	1	2141256	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.870956824636268
164203101	1642031	3	1	1	110	110	1	25	2	2	0	1	2141256	1	96	2	11	8	-1	-1	-1	-1	-1	-1	-1	-1	2	.975315506916091
164203102	1642031	3	1	2	110	110	2	25	2	2	0	1	2141256	1	2	96	8	8	-1	-1	-1	-1	-1	-1	-1	-1	96	.975315506916091
164203103	1642031	3	1	3	110	110	2	5	2	2	0	1	2141256	1	6	3	96	14	-1	-1	-1	-1	-1	-1	-1	-1	3	.975315506916091
164203104	1642031	3	1	4	110	110	1	2	2	2	0	1	2141256	1	3	3	14	96	-1	-1	-1	-1	-1	-1	-1	-1	3	.975315506916091
164204101	1642041	4	1	1	110	110	2	33	2	1	1	1	2141256	1	96	1	8	8	-1	-1	-1	-1	-1	-1	-1	-1	1	1.06956333901694
164204102	1642041	4	1	2	110	110	1	31	2	1	1	1	2141256	1	1	96	11	8	-1	-1	-1	-1	-1	-1	-1	-1	96	1.06956333901694
164204103	1642041	4	1	3	110	110	1	13	2	1	1	1	2141256	1	3	6	96	14	-1	-1	-1	-1	-1	-1	-1	-1	6	1.06956333901694
164204104	1642041	4	1	4	110	110	1	0	2	1	1	1	2141256	1	3	3	14	96	-1	-1	-1	-1	-1	-1	-1	-1	3	1.06956333901694
164207101	1642071	7	1	1	110	110	1	39	3	1	0	1	2141256	1	96	1	11	8	-1	-1	-1	-1	-1	-1	-1	-1	96	.962470120462348
164207102	1642071	7	1	2	110	110	2	49	3	1	0	1	2141256	1	1	96	8	8	-1	-1	-1	-1	-1	-1	-1	-1	1	.962470120462348
164207103	1642071	7	1	3	110	110	1	18	3	1	0	1	2141256	1	6	3	96	14	-1	-1	-1	-1	-1	-1	-1	-1	6	.962470120462348
164207104	1642071	7	1	4	110	110	2	12	3	1	0	1	2141256	1	3	3	14	96	-1	-1	-1	-1	-1	-1	-1	-1	3	.962470120462348
164216101	1642161	16	1	1	110	110	2	36	2	0	0	1	2141256	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.0160322415194
164216102	1642161	16	1	2	110	110	1	41	2	0	0	1	2141256	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.0160322415194
164218101	1642181	18	1	1	110	110	2	68	1	0	0	1	2141256	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.870956824636268
164219101	1642191	19	1	1	110	110	2	32	1	1	0	1	2141256	1	96	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.906607466399804
164219102	1642191	19	1	2	110	110	1	4	1	1	0	1	2141256	1	3	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	.906607466399804
164224101	1642241	24	1	1	110	110	1	73	1	0	0	1	2141256	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.937952038104129
164502101	1645021	2	1	1	110	110	1	28	2	0	0	1	2141543	1	96	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.48815475706007
164502102	1645021	2	1	2	110	110	2	23	2	0	0	1	2141543	1	2	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1.48815475706007
164506101	1645061	6	1	1	110	110	1	27	1	0	0	1	2141543	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.30385336924877
164507101	1645071	7	1	1	110	110	1	28	2	1	0	1	2141543	1	96	1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.39518607530216
164507102	1645071	7	1	2	110	110	2	24	2	1	0	1	2141543	1	1	96	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.39518607530216
164507103	1645071	7	1	3	110	110	1	2	2	1	0	1	2141543	1	3	3	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1.39518607530216
164508101	1645081	8	1	1	214	110	2	31	2	3	0	1	2141543	1	96	1	8	8	8	-1	-1	-1	-1	-1	-1	-1	96	1.1428624309215
164508102	1645081	8	1	2	214	430	1	36	2	3	0	1	2141543	1	1	96	11	11	8	-1	-1	-1	-1	-1	-1	-1	1	1.1428624309215
164508103	1645081	8	1	3	214	110	2	13	2	3	0	1	2141543	1	3	6	96	13	14	-1	-1	-1	-1	-1	-1	-1	3	1.1428624309215
164508104	1645081	8	1	4	214	110	1	11	2	3	0	1	2141543	1	3	6	13	96	14	-1	-1	-1	-1	-1	-1	-1	3	1.1428624309215
164508105	1645081	8	1	5	214	-1	2	9	2	3	0	1	2141543	1	3	3	14	14	96	-1	-1	-1	-1	-1	-1	-1	3	1.1428624309215
